OBS#,CHK_ACCT,DURATION,HISTORY,NEW_CAR,USED_CAR,FURNITURE,RADIO/TV,EDUCATION,RETRAINING,AMOUNT,SAV_ACCT,EMPLOYMENT,INSTALL_RATE,MALE_DIV,MALE_SINGLE,MALE_MAR_or_WID,CO-APPLICANT,GUARANTOR,PRESENT_RESIDENT,REAL_ESTATE,PROP_UNKN_NONE,AGE,OTHER_INSTALL,RENT,OWN_RES,NUM_CREDITS,JOB,NUM_DEPENDENTS,TELEPHONE,FOREIGN,RESPONSE
217923379,1,6,2,0,0,0,0,0,0,2841,2,1,4,0,0,0,0,0,4,1,1,38,0,0,1,1,2,2,1,0,0
577916033,0,21,0,0,0,0,0,0,0,13802,0,1,3,0,1,0,0,0,3,0,0,21,0,0,0,2,2,1,1,0,0
893875754,1,13,2,1,0,1,0,0,0,2472,0,0,4,0,1,0,0,0,2,0,1,24,0,0,1,1,2,1,0,0,0
597857904,2,18,3,0,0,0,0,0,0,2878,0,0,4,0,1,0,0,1,4,0,1,20,1,0,1,1,3,2,0,0,0
304933669,0,13,2,1,0,0,1,0,0,3101,0,3,2,0,0,0,0,0,3,1,0,38,1,0,1,1,2,1,1,0,0
567132657,0,9,2,0,0,1,0,0,0,1269,0,4,2,0,1,0,0,0,1,0,0,24,0,0,1,1,1,1,1,0,0
585108661,0,34,2,1,0,1,0,0,0,2043,0,3,4,0,1,0,0,0,2,0,0,24,1,0,1,1,3,1,0,0,0
399241066,0,25,2,0,0,0,1,0,0,4818,0,2,2,0,1,0,0,0,2,0,0,19,0,0,1,1,1,1,1,0,0
240813769,3,17,2,1,0,0,1,1,0,1672,4,2,2,0,0,0,0,0,2,0,0,62,0,0,0,2,2,1,1,0,0
948279840,1,6,1,0,0,0,1,0,1,10362,0,0,3,0,1,0,0,0,1,0,1,19,0,0,1,1,2,1,0,0,0
139225731,0,23,2,0,0,1,0,0,0,15179,4,2,2,0,0,0,0,0,4,0,1,25,0,0,0,1,2,2,1,0,0
609505871,1,28,2,1,0,1,1,0,0,3472,4,4,3,0,0,0,1,0,4,0,0,22,0,0,0,1,2,2,1,0,0
506683471,1,10,2,0,0,0,1,0,0,11198,0,4,3,1,0,0,0,0,4,0,1,19,0,0,1,1,2,1,1,0,0
137472913,1,52,2,0,0,0,1,0,0,18424,0,1,3,0,0,0,0,0,2,0,0,40,0,1,0,1,2,1,1,0,0
687217450,3,12,0,0,0,0,0,0,0,433,0,0,4,0,0,0,0,0,1,0,0,29,1,0,0,1,3,1,0,0,0
602332986,1,21,2,0,0,0,1,0,0,3713,0,2,2,0,0,0,0,0,2,0,0,19,0,0,1,1,2,1,0,0,0
235047534,2,13,2,0,0,0,0,0,1,4472,0,1,1,0,1,0,0,0,4,1,0,28,0,0,0,1,2,2,1,0,0
912048807,3,27,4,1,0,0,0,0,0,2926,1,2,4,0,1,0,1,0,4,0,1,28,0,0,0,2,2,1,0,0,0
70514806,0,23,4,0,0,0,0,0,0,2554,0,0,1,0,1,0,0,0,4,1,0,25,0,0,0,1,1,1,1,0,0
635963962,3,23,3,0,0,0,0,0,0,16624,0,2,4,0,0,0,0,0,2,0,0,27,0,0,0,3,2,1,0,0,0
436336556,3,31,2,1,0,1,0,0,0,4254,0,1,4,0,1,0,0,0,3,0,0,38,0,0,0,1,2,1,1,0,0
758446445,1,18,2,1,1,0,1,0,0,2109,1,0,3,1,0,0,0,0,3,1,0,22,1,0,0,1,1,1,0,0,0
364788261,1,18,2,1,0,0,0,0,0,18424,2,4,1,0,0,0,0,0,3,0,1,24,1,0,0,1,2,1,1,0,0
745798259,0,15,2,0,0,0,0,0,0,17313,0,2,4,0,1,0,0,0,2,0,1,54,0,0,1,1,1,1,1,0,0
492814245,3,59,2,0,0,0,0,0,0,2781,0,4,2,0,1,0,0,0,3,0,0,28,1,0,1,1,2,1,1,0,0
701445789,1,28,2,1,0,0,1,0,0,10868,0,2,3,0,0,0,0,1,4,1,0,19,0,0,0,1,2,1,1,0,0
487349610,0,65,2,0,1,0,0,0,1,18424,0,1,2,0,0,0,0,0,1,0,1,24,1,1,0,1,2,1,1,0,0
391972173,1,10,2,1,0,0,0,0,0,3590,0,1,2,0,1,0,0,0,4,0,0,24,1,0,0,1,1,1,1,0,0
605152317,1,26,2,0,0,0,1,0,0,18424,0,1,3,0,0,0,0,0,4,1,0,34,0,0,1,1,1,1,1,0,0
621597467,1,20,2,0,0,0,0,0,0,3298,0,0,2,0,0,0,0,0,4,1,0,21,1,1,0,1,2,1,1,0,0
956499429,0,13,2,0,0,0,0,0,0,3631,0,2,3,0,0,0,0,0,3,1,0,19,0,0,1,1,2,1,0,0,0
94813947,1,18,3,1,0,0,0,0,0,3738,0,2,3,0,1,0,0,0,4,0,0,19,0,0,1,1,2,1,1,0,0
684612442,0,33,2,0,0,1,0,0,0,4343,2,2,4,0,1,0,0,0,4,0,0,50,1,0,0,1,2,1,0,0,0
157993791,3,26,2,1,0,0,1,0,1,4455,1,1,2,0,1,0,0,0,4,0,0,59,1,0,1,2,2,2,1,0,0
679483291,1,27,2,1,0,1,1,0,0,1795,0,1,1,0,0,0,0,0,4,1,1,19,1,0,0,2,2,1,1,0,0
896826618,0,22,1,0,0,0,0,0,0,3571,0,4,1,0,1,0,0,0,1,0,0,19,1,1,1,1,1,2,0,0,0
472229492,0,8,2,0,0,0,0,0,0,18424,0,2,4,0,1,1,0,0,4,0,0,28,1,0,1,4,2,1,1,0,0
658185157,1,13,0,1,0,0,0,0,0,18424,4,1,2,0,1,0,0,0,3,0,0,72,0,0,1,1,0,1,0,0,0
546577322,1,42,4,1,0,0,0,0,1,2793,0,2,1,0,1,0,0,0,4,1,0,21,0,1,1,2,2,1,0,0,0
132949513,0,7,2,1,0,0,0,0,0,2680,1,0,1,0,0,0,0,0,2,0,0,20,0,0,0,1,2,1,0,0,0
749268907,1,55,2,1,0,1,0,0,0,4130,0,4,4,0,1,0,1,0,2,0,1,35,1,0,1,1,2,1,0,0,0
619380641,1,11,0,0,0,0,0,0,0,7573,0,2,3,0,1,0,0,0,4,0,0,26,0,0,1,1,2,1,1,0,0
375285133,0,61,2,0,0,0,1,0,0,2587,4,1,2,0,0,1,0,0,3,0,0,61,0,0,0,2,2,1,0,0,0
973759580,1,34,2,0,0,0,0,0,0,3239,3,1,2,0,0,0,0,0,4,0,0,40,1,1,1,1,2,1,0,0,0
413352989,3,26,2,0,0,0,0,0,0,434,0,4,4,0,0,0,0,0,4,1,0,19,0,0,0,1,2,1,0,0,0
777183564,0,63,2,1,0,0,0,0,0,7916,0,1,4,0,1,0,0,0,3,0,1,40,0,0,1,2,2,1,0,0,0
791372073,0,62,3,1,0,0,0,0,0,433,0,1,2,0,0,0,0,0,2,0,0,19,0,0,1,1,2,1,1,0,0
998799911,1,17,2,1,0,1,0,1,0,2648,0,3,1,0,1,0,0,0,1,0,0,34,1,0,0,2,2,1,1,0,0
856966995,1,23,2,0,0,0,0,0,0,745,4,3,1,0,1,0,0,0,2,0,0,30,1,0,1,1,3,1,0,0,0
56131327,1,12,4,0,0,0,0,0,0,3296,0,0,3,0,1,0,0,0,1,0,0,25,0,0,1,1,2,1,0,0,0
927023772,3,25,0,1,1,0,0,0,0,9242,4,0,3,0,1,0,0,1,4,0,1,27,0,0,0,1,2,1,0,0,0
706427638,1,17,4,0,0,0,0,0,0,7841,0,4,3,0,0,0,0,0,4,0,1,38,1,0,0,1,2,1,0,0,0
630547435,0,9,4,0,0,1,0,0,0,2614,0,3,3,0,0,0,0,1,4,0,1,19,0,0,1,1,3,1,1,0,0
770206712,3,19,4,0,0,0,0,0,0,9422,0,1,2,1,1,0,0,0,2,0,0,27,0,0,1,1,3,2,0,0,0
88750500,1,22,2,1,0,0,0,0,0,3717,4,0,1,0,1,0,0,0,4,0,1,21,1,0,0,1,3,2,1,0,0
241241732,3,36,2,0,0,0,1,0,0,16043,0,4,2,0,0,0,0,0,4,0,1,19,0,0,1,1,2,2,1,0,0
141875197,0,22,3,1,0,0,1,0,0,13437,0,1,1,0,1,0,0,0,2,0,1,32,0,0,0,1,3,1,1,0,0
614765238,3,17,3,1,0,1,0,0,0,9422,1,2,3,1,1,0,0,0,4,1,0,19,0,0,0,1,3,1,0,0,0
400983302,1,17,4,1,0,0,1,0,0,9866,1,2,4,0,1,0,0,0,4,0,0,29,0,0,0,2,3,1,1,0,0
988781205,0,11,0,1,0,1,0,0,0,2291,0,1,2,0,1,0,0,0,1,0,0,23,1,0,1,1,2,1,1,0,0
353275730,3,28,2,0,1,1,0,0,0,6414,0,3,3,0,0,0,0,0,1,0,0,19,0,0,1,1,2,1,0,0,0
936277276,0,25,2,1,0,0,1,0,0,529,0,1,4,0,0,0,0,0,4,0,0,19,1,0,1,1,2,1,0,0,0
932257217,0,43,1,0,0,0,0,0,0,3710,0,1,2,0,0,0,0,0,3,0,1,30,1,0,1,1,1,2,1,0,0
403385856,0,15,3,0,0,0,1,0,0,16772,0,3,3,0,1,0,0,0,3,1,0,21,1,1,1,1,2,1,0,0,0
351090722,1,19,4,1,0,0,0,0,0,3588,0,2,4,0,1,0,0,0,3,0,0,33,0,1,1,1,2,1,1,0,0
881291505,3,29,2,1,0,0,0,0,0,18424,1,1,2,1,0,0,0,0,4,0,1,19,0,0,1,1,2,1,1,0,0
670193913,3,36,2,1,0,0,1,0,0,18424,0,1,4,0,0,0,0,0,4,0,0,19,0,1,1,1,2,2,1,0,0
333544529,0,63,2,1,0,0,0,0,0,3298,0,3,2,0,0,0,0,0,4,0,1,41,0,0,1,1,2,2,1,0,0
655074222,1,45,2,0,0,0,0,0,0,4715,0,1,4,0,1,0,0,0,1,0,1,21,1,0,1,1,0,2,0,0,0
325022,2,15,1,1,0,0,1,0,0,4037,0,2,3,0,1,0,0,0,2,0,0,19,0,0,1,2,3,1,1,0,0
355136244,1,7,2,1,0,0,0,0,1,433,0,1,2,0,1,0,0,0,1,0,1,19,0,0,1,2,2,2,0,0,0
953213612,0,31,1,1,0,0,0,0,0,3668,4,4,4,0,0,0,0,0,2,0,0,28,0,0,0,1,2,2,0,0,0
325563763,1,19,3,0,0,1,0,0,0,10775,0,2,4,0,1,0,0,0,2,0,0,41,0,0,1,1,2,2,1,0,0
801643930,3,61,2,1,0,1,1,0,0,2646,0,1,4,0,0,0,0,0,2,0,0,19,0,1,1,1,2,1,0,0,0
349486117,0,13,3,0,0,0,0,0,0,3528,0,4,4,0,0,0,0,0,2,0,0,35,1,0,0,1,2,1,0,0,0
545872311,3,20,2,0,0,0,0,0,0,17852,0,3,1,0,0,0,0,0,2,0,0,28,0,1,0,1,0,2,1,0,0
939755849,3,22,2,0,1,0,0,0,0,18424,2,3,3,0,0,0,0,0,4,0,0,57,0,0,1,1,2,1,0,0,0
451039440,0,34,1,1,0,0,0,0,0,16851,4,1,2,0,0,0,0,0,2,0,0,19,0,0,0,2,2,1,1,0,0
672279077,0,36,3,0,0,1,0,0,0,18424,0,3,4,0,1,0,0,0,3,0,0,38,1,0,1,1,2,2,0,0,0
603286131,1,16,3,0,0,1,0,0,0,3430,0,2,4,0,0,0,0,0,3,1,0,30,0,1,1,1,2,1,1,0,0
839268217,1,64,2,0,0,0,0,0,0,18424,0,0,4,0,0,0,0,0,4,0,1,26,1,0,1,1,1,1,1,0,0
825959771,1,6,4,0,0,0,0,0,0,3485,0,4,2,0,1,0,0,0,4,0,0,22,0,1,1,1,2,1,1,0,0
843875398,1,24,1,1,0,0,0,0,0,3337,0,1,4,0,1,0,0,0,4,0,0,19,0,0,0,1,2,1,1,0,0
583384035,0,55,2,0,0,0,1,0,0,2716,0,2,1,0,1,1,0,0,3,0,1,29,0,0,0,1,1,1,1,0,0
840583485,1,6,2,0,0,0,0,0,0,8447,3,1,4,0,0,0,0,0,2,0,1,33,0,0,1,2,3,2,1,0,0
694360752,1,52,2,1,0,0,1,0,0,2932,0,3,4,0,1,0,0,0,2,1,0,51,0,0,1,1,2,1,1,0,0
851792733,3,11,0,1,0,0,0,0,0,4426,0,1,4,0,0,0,0,0,4,0,0,19,0,0,0,1,2,2,1,0,0
636336277,0,18,2,0,0,0,0,0,0,3652,0,1,1,0,1,0,0,1,3,1,0,29,0,0,1,1,2,1,1,0,0
104678781,0,17,2,1,0,0,0,0,0,2268,0,1,2,1,1,0,0,0,2,1,1,31,1,0,1,1,1,1,0,0,0
109402668,1,16,0,0,0,1,0,0,0,13058,0,3,3,0,1,1,0,0,3,0,1,39,0,1,0,1,2,2,0,0,0
706128545,1,25,3,0,0,0,1,0,0,15627,0,1,4,0,0,0,1,0,2,1,0,43,0,0,0,1,3,2,1,0,0
982730483,0,14,3,1,0,0,1,0,0,732,0,3,1,0,1,0,0,0,2,1,0,23,0,0,1,1,2,1,1,0,0
265546820,1,23,2,0,0,0,0,0,0,18424,0,1,2,0,1,0,0,0,3,0,1,23,1,0,1,1,2,1,0,0,0
370080707,1,13,2,0,0,0,0,0,0,3618,0,3,2,0,0,0,0,0,1,1,0,19,0,0,1,1,2,2,0,0,0
370080690,1,58,0,0,1,0,0,0,0,3976,0,1,3,0,0,0,0,0,4,0,0,63,0,0,1,1,2,1,1,0,0
564046122,1,35,0,0,0,0,0,0,0,3436,0,4,4,0,1,0,0,0,2,0,0,19,0,0,0,1,2,2,0,0,0
213017393,1,56,2,0,0,0,0,0,0,3772,0,1,2,0,0,0,0,0,4,1,1,29,0,0,1,2,1,1,0,0,0
628635124,2,23,1,0,0,0,0,0,1,2531,0,2,3,0,1,0,0,1,2,0,0,34,0,0,0,1,2,2,1,0,0
337696237,3,16,4,0,0,0,0,0,0,8058,0,1,2,0,1,0,0,0,2,0,0,27,0,1,0,1,3,1,0,0,0
994280054,3,19,2,1,0,1,0,0,1,10643,4,2,3,0,1,0,0,0,2,0,0,19,0,0,1,1,2,1,0,0,0
389013845,0,20,2,1,0,0,0,0,0,2895,0,2,4,0,1,1,0,0,4,0,0,24,0,0,0,1,3,1,1,0,0
354093065,0,6,2,1,0,0,1,0,0,18424,0,1,1,0,1,0,0,0,1,0,0,22,1,0,1,1,3,1,1,0,0
119092465,0,22,4,0,0,0,0,0,0,9734,0,2,4,0,0,0,0,1,2,0,0,57,1,0,0,2,2,1,0,0,0
931865915,1,18,2,1,0,0,0,0,0,6845,0,0,1,0,1,0,0,0,2,0,0,69,0,0,1,1,2,1,1,0,0
865206990,1,19,2,0,0,0,1,0,0,1929,0,0,4,0,1,0,1,0,2,0,0,67,0,0,0,1,1,1,1,0,0
109052037,3,12,2,1,0,0,0,0,0,3335,0,0,2,0,1,0,0,0,2,1,0,35,0,0,1,2,0,1,0,0,0
681608508,3,6,4,1,0,0,0,0,0,3298,0,4,4,0,0,0,0,0,4,1,1,28,0,0,1,1,3,2,0,0,0
884018300,1,17,2,0,0,0,1,0,0,7677,0,2,4,0,0,0,0,0,3,0,0,21,0,0,1,1,2,1,1,0,0
980187137,3,7,2,0,0,0,1,0,0,16650,1,0,2,0,0,0,0,0,4,1,0,29,1,0,0,1,2,1,1,0,0
317229049,0,18,2,0,0,0,0,0,0,3969,1,2,2,0,1,0,0,0,4,0,0,22,0,0,1,1,2,1,0,0,0
190773265,1,24,2,1,0,0,0,0,0,2286,4,2,4,0,0,0,0,0,1,0,0,19,1,0,1,1,2,1,0,0,0
878470721,3,33,2,0,0,0,0,0,1,4694,1,0,3,0,1,0,0,0,2,0,0,19,0,0,1,1,1,1,0,0,0
559122713,1,10,4,0,0,0,1,0,0,3924,0,3,3,0,1,0,1,0,3,0,0,35,0,1,0,1,3,1,1,0,0
938491461,1,9,2,0,0,1,0,0,0,18424,1,2,2,0,1,0,0,0,4,0,0,20,0,0,0,1,2,1,0,0,0
991867063,1,24,1,1,0,1,1,0,0,3782,4,3,3,0,1,0,0,0,2,0,0,49,1,0,1,1,3,1,1,0,0
514822565,1,15,4,1,0,0,0,0,0,8394,0,2,1,0,0,0,0,0,3,1,0,23,0,0,0,1,2,1,1,0,0
118445225,1,6,2,0,0,1,0,0,0,14307,0,0,4,0,1,0,0,0,3,0,0,20,0,0,1,1,2,1,1,0,0
778945606,3,6,1,1,0,0,0,0,0,4086,0,0,4,0,1,1,0,0,4,0,0,29,0,1,0,1,3,1,1,0,0
139492279,3,16,2,0,0,0,1,0,0,7033,0,3,1,0,1,0,0,0,1,0,0,23,0,0,0,2,1,1,0,0,0
516581089,1,38,2,0,0,1,0,0,1,5626,0,1,4,0,1,0,0,0,2,0,0,30,1,0,1,1,2,1,0,0,0
549145247,1,48,2,0,0,1,0,0,0,8981,0,2,4,0,0,0,1,0,2,0,1,27,0,0,1,1,2,1,1,0,0
12874588,3,58,3,0,0,0,0,0,1,3028,0,1,2,0,1,0,0,0,2,1,1,33,0,0,0,1,2,1,1,0,0
635994865,0,18,1,0,0,0,0,0,0,3338,0,2,3,0,0,0,1,0,4,0,0,19,0,0,1,1,1,2,1,0,0
521532512,1,15,2,0,0,0,0,0,0,7828,1,0,1,0,1,0,0,0,4,1,0,40,0,0,1,2,2,1,1,0,0
762203267,1,18,2,0,0,0,1,0,1,4137,0,4,2,0,1,0,1,0,4,1,0,27,0,0,1,1,1,1,0,0,0
29154863,1,31,4,1,0,0,1,0,0,2841,0,2,4,0,1,0,1,0,3,0,0,32,0,0,1,1,2,1,0,0,0
795353357,1,54,2,1,0,0,1,0,0,5854,0,1,4,0,1,0,0,1,2,0,0,19,1,0,1,1,3,2,0,0,0
421253007,0,25,2,0,0,1,1,0,1,2721,0,1,2,0,0,0,0,0,2,1,0,19,1,1,1,1,2,1,0,0,0
175657419,0,16,2,1,0,0,1,0,0,11093,0,4,2,0,1,0,0,0,3,0,1,26,0,0,1,1,1,1,1,0,0
798132061,0,21,3,0,0,1,0,0,0,3317,0,3,2,0,1,0,0,0,2,0,0,20,0,0,0,1,2,1,1,0,0
177518207,1,27,3,1,0,0,0,0,0,4573,4,4,2,0,0,0,0,0,4,1,0,27,1,0,1,1,2,1,1,0,0
948289289,1,27,2,1,0,0,0,0,0,4166,0,4,3,0,0,0,0,0,4,0,0,37,1,1,0,2,2,1,0,0,0
707384050,2,6,2,1,0,1,0,0,0,9659,0,4,3,0,0,0,0,0,3,0,0,19,0,0,1,2,2,1,1,0,0
306111294,3,6,2,1,0,1,0,0,0,12124,2,2,4,0,1,0,0,0,4,0,0,39,1,0,1,1,2,1,0,0,0
176953754,1,23,4,0,0,0,1,0,0,18424,4,3,4,0,1,0,0,0,4,1,0,36,0,1,1,2,3,1,1,0,0
13754984,2,7,3,0,0,0,1,0,0,2931,0,3,3,0,0,0,0,1,3,0,1,30,0,0,0,1,2,1,0,0,0
816141178,1,18,4,0,0,0,0,1,0,2793,4,4,4,0,0,0,0,0,4,0,0,21,1,0,1,1,2,1,0,0,0
638291974,2,50,3,0,1,1,0,0,0,2377,0,1,4,0,0,0,1,0,2,0,0,22,0,0,1,1,2,2,1,0,0
688193612,1,22,3,0,0,1,0,0,0,18424,0,1,3,0,0,0,0,0,4,0,0,33,0,0,0,1,2,1,0,0,0
511337518,1,53,2,0,1,1,0,0,1,4408,4,4,3,0,1,0,0,0,4,1,0,20,0,0,1,1,2,1,0,0,0
333720555,0,26,2,0,0,0,0,0,0,1270,0,0,4,0,1,0,0,0,4,0,0,23,0,0,1,1,2,1,1,0,0
778133641,1,6,2,0,0,0,0,0,0,4271,0,4,4,0,1,0,0,0,3,1,0,21,1,0,0,2,2,1,1,0,0
148277685,1,21,2,1,0,1,0,0,0,2414,0,3,2,0,0,1,0,0,3,0,1,24,0,0,1,1,2,1,0,0,0
643101238,3,6,2,0,1,0,0,0,0,4474,3,1,2,0,1,0,0,0,3,0,0,42,0,0,1,1,2,1,0,0,0
503053080,3,21,1,0,0,0,0,0,0,8794,0,1,4,0,1,0,0,0,4,0,0,33,0,0,0,2,3,1,0,0,0
745167129,1,6,4,0,0,0,0,0,0,2140,0,1,4,0,1,0,0,0,2,1,0,39,0,0,1,1,1,1,1,0,0
943377087,1,6,4,0,0,0,0,1,0,11025,0,2,2,0,0,0,0,0,4,0,0,28,0,0,1,2,2,1,0,0,0
378802868,3,29,2,0,0,0,0,0,0,3917,0,2,2,0,1,0,0,0,2,0,0,59,1,0,1,2,2,1,1,0,0
50119048,1,37,4,1,0,0,0,0,0,1747,0,4,4,0,1,0,0,0,3,0,0,22,0,0,1,2,2,1,0,0,0
220191539,0,24,3,1,0,0,0,1,0,5248,3,2,4,0,1,0,0,0,2,0,0,19,1,1,1,2,1,2,1,0,0
761609296,0,6,4,1,0,0,0,0,0,9051,0,0,3,0,0,0,0,0,4,0,0,43,1,1,0,1,2,1,1,0,0
799087048,0,54,2,1,0,0,1,0,0,5149,0,1,4,0,0,0,1,0,3,0,1,66,0,0,0,1,2,1,1,0,0
687147501,1,17,2,0,0,1,1,1,0,4517,0,2,3,0,1,0,0,0,2,0,1,19,1,0,1,1,2,1,1,0,0
251888708,3,13,4,0,0,0,1,0,0,3057,0,3,3,0,0,0,0,0,2,0,0,19,0,0,0,3,2,1,1,0,0
595559280,0,6,1,1,0,0,0,0,0,7346,0,2,3,0,0,0,0,0,4,0,0,19,0,0,1,1,1,1,0,0,0
378530295,1,22,2,0,0,0,0,0,0,1864,0,0,2,0,1,0,0,0,2,0,0,33,0,1,1,1,2,1,0,0,0
340859381,0,15,2,0,0,0,0,0,0,3557,0,4,4,0,1,0,0,0,2,0,0,36,0,0,1,1,2,1,1,0,0
55160211,1,22,4,1,0,0,1,0,0,2569,1,0,3,0,1,0,1,0,2,0,0,21,1,0,1,2,3,2,0,0,0
97294732,1,6,2,0,0,1,0,0,0,2813,0,0,4,0,1,0,0,0,3,0,0,19,0,1,1,1,2,1,1,0,0
166963388,0,18,2,0,0,0,0,0,0,3222,0,2,3,0,1,0,0,0,1,0,0,19,0,1,0,1,2,1,0,0,0
525955615,0,25,2,1,0,0,0,0,0,8933,0,4,3,0,0,0,0,0,4,0,0,45,1,1,1,1,2,1,0,0,0
921677005,2,19,2,1,0,1,0,0,0,3684,0,1,2,0,1,0,0,0,4,0,0,30,1,0,0,2,1,1,1,0,0
761640411,1,17,1,1,0,0,0,0,0,18424,0,2,4,0,0,0,0,0,4,0,0,21,1,1,0,1,3,1,1,0,0
317502782,1,31,3,1,0,0,0,0,0,5080,0,3,3,0,1,0,0,0,1,0,1,19,0,0,1,1,1,1,0,0,0
599734671,1,48,4,0,0,0,0,0,0,3339,0,4,4,0,1,0,0,0,1,0,0,32,0,0,0,1,2,1,1,0,0
30486075,0,21,2,1,0,0,0,0,0,4471,0,1,2,0,1,0,0,0,2,1,1,50,1,0,1,2,2,2,0,0,0
317474505,0,15,1,0,0,1,0,0,0,10670,1,3,2,0,0,0,0,0,2,0,0,19,0,0,0,1,3,1,0,0,0
985858562,0,31,0,1,0,0,0,0,0,2891,0,4,4,0,1,0,0,0,4,0,0,27,0,0,1,1,2,1,1,0,0
524131591,1,41,2,0,0,1,0,0,0,1948,3,0,2,0,1,1,1,0,4,1,0,42,0,0,1,1,2,1,0,0,0
305548836,0,17,2,0,0,0,0,0,0,1790,0,1,4,0,1,0,0,1,2,0,0,33,1,0,1,1,2,1,0,0,0
404356296,3,40,2,1,0,0,0,0,0,3854,2,4,1,0,1,0,0,0,3,0,1,50,0,0,0,1,2,1,1,0,0
563873093,1,23,2,0,0,0,1,0,0,4441,0,1,2,0,0,0,0,0,4,1,0,28,0,0,0,1,2,1,0,0,0
202169336,0,6,2,0,0,0,0,1,0,3646,0,2,2,0,1,0,0,0,2,1,0,36,1,0,1,2,2,1,0,0,0
537084107,1,14,1,0,0,0,0,0,1,2106,0,2,1,0,0,0,0,0,4,0,0,25,1,1,0,1,2,1,0,0,0
801242164,3,15,2,0,0,0,0,0,0,4385,1,3,4,0,1,1,0,0,3,0,0,57,0,0,1,1,2,1,1,0,0
403746372,1,57,3,0,0,0,1,0,0,2202,0,1,4,0,0,0,0,0,2,0,0,36,0,0,1,1,2,1,0,0,0
966044472,0,26,2,0,0,0,0,0,0,3873,0,2,1,0,1,0,0,0,2,0,0,19,0,0,1,1,2,1,1,0,0
774818115,2,6,1,1,0,0,0,0,1,6660,0,4,1,0,1,0,0,0,4,0,0,24,0,0,1,1,2,2,1,0,0
57390366,3,67,2,0,0,0,1,0,0,2976,0,1,3,0,0,0,0,0,4,1,0,19,0,0,1,1,2,1,1,0,0
487237183,1,14,2,1,0,0,0,0,0,6594,0,4,4,0,1,0,0,0,2,0,0,23,0,0,0,1,2,1,0,0,0
72813576,3,23,2,1,0,0,0,0,0,14422,0,4,3,0,0,0,0,0,3,1,0,28,0,0,1,1,2,1,1,0,0
758834066,1,14,3,0,0,0,0,1,1,2709,0,2,3,0,1,0,0,0,2,0,0,25,0,0,1,1,1,1,1,0,0
443907647,0,19,2,0,0,0,0,0,0,12923,0,2,3,0,0,0,0,0,3,0,0,31,0,1,1,1,2,1,1,0,0
843735926,1,16,2,1,0,0,0,0,0,3527,0,1,2,0,0,0,0,0,2,0,0,24,1,0,0,1,2,1,0,0,0
277627226,1,39,0,0,0,0,0,1,0,8775,0,1,4,0,1,0,1,0,4,1,0,32,1,0,1,1,2,1,0,0,0
62541277,1,29,1,1,0,1,0,0,0,3489,4,1,3,0,0,0,1,0,2,0,1,25,0,0,1,1,2,1,1,0,0
931799546,0,39,2,0,0,1,0,0,0,17466,0,1,4,0,1,0,0,0,2,0,0,33,0,1,0,2,2,1,0,0,0
529736802,1,50,2,0,0,1,0,0,0,18424,0,0,4,0,1,0,0,1,3,1,0,44,0,0,0,1,2,1,0,0,0
604534486,1,13,2,0,0,0,0,0,1,18053,4,1,3,0,1,0,0,0,1,1,0,47,0,1,1,1,2,1,0,0,0
612222394,1,19,2,0,0,0,0,0,0,3603,0,4,3,0,1,0,0,0,4,0,0,21,0,1,1,1,3,1,1,0,0
434242749,0,36,2,1,0,1,0,0,0,2655,0,4,2,0,1,0,0,1,4,0,1,23,0,0,0,1,3,1,1,0,0
809213388,0,59,2,1,0,0,1,0,1,2512,0,4,1,0,1,0,0,0,2,0,0,19,0,0,1,1,1,1,0,0,0
315316695,3,19,0,0,0,1,0,0,0,3007,4,1,4,0,1,0,0,0,2,0,0,26,0,0,0,1,0,2,0,0,0
446020795,1,20,2,1,0,0,0,0,0,6701,0,4,4,1,0,0,0,0,2,1,0,19,0,1,0,2,1,2,1,0,0
441994151,1,10,2,1,0,0,0,0,0,3135,0,3,4,0,1,0,0,0,4,1,0,21,1,1,0,1,2,1,1,0,0
613580613,1,22,0,0,0,0,1,0,0,4020,4,4,4,1,1,0,0,0,3,0,0,40,0,0,1,1,3,1,1,1,0
205395387,2,12,4,0,0,1,1,0,0,3548,0,0,3,0,1,0,0,0,4,0,0,21,0,0,1,1,1,1,0,0,0
570742616,3,18,4,1,0,0,0,0,1,3673,0,1,4,0,1,0,0,0,4,0,1,20,0,1,1,1,2,1,1,0,0
214546255,0,15,3,0,0,0,0,0,0,3567,0,0,3,0,1,0,0,0,4,1,0,32,0,0,1,1,3,1,1,0,0
925357613,1,20,1,0,0,0,0,0,0,3949,0,2,2,0,0,0,0,0,4,0,0,19,1,0,0,2,2,1,1,0,0
92679121,3,17,4,1,0,1,0,0,0,3885,0,1,1,0,0,1,1,0,2,0,0,41,1,0,1,1,3,1,1,0,0
447124011,0,58,2,1,0,1,0,0,1,3859,0,0,1,0,0,0,0,0,2,1,0,74,1,0,0,1,2,2,1,0,0
225705382,3,19,3,0,0,0,1,0,0,1703,0,2,4,0,0,0,0,1,3,0,0,21,0,0,1,1,2,1,1,0,0
215064667,1,16,4,0,0,0,0,0,0,3496,0,1,3,0,0,0,0,0,4,1,0,25,1,0,1,1,2,1,1,0,0
165502514,1,60,2,0,0,0,0,1,0,4495,4,0,3,0,1,0,0,0,4,0,0,38,1,0,0,1,2,2,0,0,0
